Pn,Ps,Dn,Ds,Gene,NI
13,164,10,89,OG0004864_codon_alignment,0.7054878048780489
249,576,133,258,OG0004861_codon_alignment,0.8385808270676691
23,164,15,85,OG0004863_codon_alignment,0.7947154471544716
71,510,90,245,OG0004862_codon_alignment,0.37897603485838777
186,444,111,173,OG0005458_codon_alignment,0.6529096664231799
207,234,83,83,OG0005425_codon_alignment,0.8846153846153846
159,480,119,224,OG0005457_codon_alignment,0.6235294117647059
208,512,126,227,OG0005427_codon_alignment,0.7318948412698413
766,895,321,378,OG0005455_codon_alignment,1.0078421135070224
511,334,234,136,OG0005428_codon_alignment,0.8891959670402783
80,340,68,151,OG0005383_codon_alignment,0.5224913494809689
196,248,73,107,OG0005429_codon_alignment,1.1584180291648254
207,567,132,233,OG0005382_codon_alignment,0.6444203944203943
117,230,50,108,OG0005430_codon_alignment,1.098782608695652
163,390,98,171,OG0005381_codon_alignment,0.7292778649921507
44,491,43,219,OG0005431_codon_alignment,0.4564012693601099
95,430,69,203,OG0005380_codon_alignment,0.6499831479609033
171,282,124,127,OG0005432_codon_alignment,0.6210535346602608
71,218,66,107,OG0005449_codon_alignment,0.528009452321379
159,120,42,53,OG0005433_codon_alignment,1.6720238095238094
364,407,121,132,OG0005448_codon_alignment,0.9756533392897029
119,357,59,160,OG0005434_codon_alignment,0.9039548022598869
487,815,278,308,OG0005447_codon_alignment,0.6620293948889967
85,383,38,147,OG0005435_codon_alignment,0.8585268654665383
97,344,53,146,OG0005446_codon_alignment,0.7767661254936375
73,230,55,97,OG0005436_codon_alignment,0.5597628458498024
154,554,66,230,OG0005445_codon_alignment,0.9687123947051745
96,321,37,132,OG0005437_codon_alignment,1.066936094973478
156,273,86,131,OG0005444_codon_alignment,0.8704318936877076
158,1261,138,475,OG0005438_codon_alignment,0.4312772241951982
139,275,82,126,OG0005443_codon_alignment,0.7766740576496675
96,254,56,144,OG0005439_codon_alignment,0.9718785151856018
47,264,25,109,OG0005441_codon_alignment,0.7762121212121212
193,509,120,210,OG0005440_codon_alignment,0.6635559921414538
85,333,57,127,OG0005524_codon_alignment,0.5687266213582004
123,230,60,87,OG0005494_codon_alignment,0.7754347826086956
202,317,75,121,OG0005523_codon_alignment,1.0280546792849632
124,466,90,194,OG0005495_codon_alignment,0.5735813066285169
420,490,203,236,OG0005522_codon_alignment,0.996481351161154
717,857,434,353,OG0005496_codon_alignment,0.6804924476660089
89,402,67,201,OG0005454_codon_alignment,0.664179104477612
7,217,9,96,OG0005497_codon_alignment,0.3440860215053763
116,447,66,189,OG0005453_codon_alignment,0.7431360585723001
21,92,14,49,OG0005498_codon_alignment,0.7989130434782609
227,540,119,244,OG0005452_codon_alignment,0.8619358854652973
242,333,114,137,OG0005499_codon_alignment,0.8733470312417682
409,501,182,222,OG0005451_codon_alignment,0.9957886424952295
90,430,47,198,OG0005500_codon_alignment,0.8817417120237506
108,220,60,80,OG0005516_codon_alignment,0.6545454545454545
144,238,73,98,OG0005501_codon_alignment,0.8122481869460112
9,78,4,41,OG0005515_codon_alignment,1.1826923076923077
51,332,36,129,OG0005502_codon_alignment,0.5504518072289156
211,251,106,102,OG0005514_codon_alignment,0.8089152822671577
103,292,56,129,OG0005503_codon_alignment,0.8125611545988259
41,206,15,92,OG0005513_codon_alignment,1.2207119741100323
185,218,83,93,OG0005504_codon_alignment,0.9508676909472754
98,357,79,137,OG0005512_codon_alignment,0.4760486473070242
82,161,21,66,OG0005505_codon_alignment,1.600709849157054
377,351,197,149,OG0005511_codon_alignment,0.8123707463808988
83,330,29,134,OG0005506_codon_alignment,1.162173458725183
8,256,10,116,OG0005510_codon_alignment,0.3625
50,200,45,103,OG0005507_codon_alignment,0.5722222222222223
24,173,20,65,OG0005509_codon_alignment,0.45086705202312133
148,185,55,70,OG0005508_codon_alignment,1.0181818181818183
31,332,37,156,OG0004705_codon_alignment,0.393682839465972
247,407,104,153,OG0004672_codon_alignment,0.8928132678132678
57,190,38,83,OG0004704_codon_alignment,0.6552631578947369
148,572,75,233,OG0004673_codon_alignment,0.8038228438228439
65,181,28,71,OG0004703_codon_alignment,0.9106156274664563
30,290,24,116,OG0004676_codon_alignment,0.5
19,69,21,38,OG0004636_codon_alignment,0.4982746721877156
188,802,143,340,OG0004677_codon_alignment,0.5573478890187119
262,296,145,124,OG0004635_codon_alignment,0.7569431500465983
68,306,45,128,OG0004678_codon_alignment,0.6320987654320988
22,273,19,133,OG0004634_codon_alignment,0.5641025641025642
33,357,25,184,OG0004679_codon_alignment,0.6803361344537816
15,276,11,129,OG0004633_codon_alignment,0.6373517786561265
61,48,30,15,OG0004680_codon_alignment,0.6354166666666666
58,265,50,129,OG0004698_codon_alignment,0.5646792452830188
247,473,159,193,OG0004681_codon_alignment,0.6338638690547422
225,265,158,136,OG0004697_codon_alignment,0.730833532362073
74,332,59,150,OG0004682_codon_alignment,0.5666734735552379
189,242,83,97,OG0004696_codon_alignment,0.912725281290451
119,215,55,91,OG0004683_codon_alignment,0.915771670190275
12,347,17,160,OG0004695_codon_alignment,0.32547889472792
174,397,67,174,OG0004685_codon_alignment,1.138238279634573
66,172,42,86,OG0004694_codon_alignment,0.7857142857142858
30,136,15,70,OG0004686_codon_alignment,1.0294117647058825
94,246,54,106,OG0004693_codon_alignment,0.7500752785305631
339,513,167,235,OG0004687_codon_alignment,0.9298945967713695
7,89,10,56,OG0004692_codon_alignment,0.4404494382022472
95,363,67,160,OG0004688_codon_alignment,0.6249743020435015
302,1068,200,465,OG0004691_codon_alignment,0.6574438202247191
57,276,36,135,OG0004690_codon_alignment,0.7744565217391305
59,109,24,55,OG0005350_codon_alignment,1.2404434250764527
131,307,71,137,OG0005316_codon_alignment,0.8233701885580584
202,438,105,188,OG0005349_codon_alignment,0.8257447271145901
61,199,60,102,OG0005317_codon_alignment,0.521105527638191
86,224,38,83,OG0005348_codon_alignment,0.8385808270676692
65,229,75,142,OG0005318_codon_alignment,0.5374090247452693
133,159,53,79,OG0005278_codon_alignment,1.2468256793639492
79,319,42,145,OG0005319_codon_alignment,0.8549783549783548
328,567,171,251,OG0005277_codon_alignment,0.8491186814773559
22,150,29,61,OG0005320_codon_alignment,0.3085057471264368
146,503,93,211,OG0005276_codon_alignment,0.6585433634750636
84,254,57,122,OG0005321_codon_alignment,0.7078325735598839
4,94,5,36,OG0005274_codon_alignment,0.30638297872340425
146,256,66,120,OG0005323_codon_alignment,1.0369318181818181
154,471,58,164,OG0005341_codon_alignment,0.9245186324035435
57,278,53,121,OG0005324_codon_alignment,0.4681009909053889
109,197,53,85,OG0005339_codon_alignment,0.8873671104300355
46,266,25,141,OG0005325_codon_alignment,0.9753383458646616
312,418,209,169,OG0005338_codon_alignment,0.6035576108605571
71,147,36,73,OG0005326_codon_alignment,0.9794028722600151
16,87,11,31,OG0005337_codon_alignment,0.5182863113897597
71,214,49,94,OG0005327_codon_alignment,0.6364676711806218
45,70,28,38,OG0005335_codon_alignment,0.8724489795918369
105,407,101,160,OG0005328_codon_alignment,0.4086895176004087
110,221,37,98,OG0005334_codon_alignment,1.3183319065672008
36,331,32,155,OG0005329_codon_alignment,0.5268126888217523
52,124,39,69,OG0005333_codon_alignment,0.7419354838709679
52,135,24,61,OG0005330_codon_alignment,0.9790123456790124
88,391,59,155,OG0005332_codon_alignment,0.5912696692531102
94,213,48,94,OG0005331_codon_alignment,0.8642410015649453
412,2563,201,1117,OG0005422_codon_alignment,0.893317260750481
58,188,40,93,OG0005387_codon_alignment,0.7172872340425532
84,324,78,163,OG0005421_codon_alignment,0.5417853751187084
217,271,90,90,OG0005388_codon_alignment,0.8007380073800738
30,58,10,23,OG0005420_codon_alignment,1.1896551724137931
75,390,52,157,OG0005389_codon_alignment,0.580621301775148
81,90,47,31,OG0005347_codon_alignment,0.5936170212765958
37,74,16,39,OG0005390_codon_alignment,1.21875
182,352,92,149,OG0005346_codon_alignment,0.837388833992095
82,233,65,79,OG0005391_codon_alignment,0.4277319247276329
124,594,75,221,OG0005344_codon_alignment,0.6151290684624018
67,152,41,68,OG0005392_codon_alignment,0.7310654685494223
218,552,144,211,OG0005342_codon_alignment,0.5786785426731078
319,181,141,73,OG0005393_codon_alignment,0.9124642451314604
279,602,122,248,OG0005415_codon_alignment,0.9421055498066554
500,568,212,220,OG0005394_codon_alignment,0.9134998671272921
168,338,125,142,OG0005414_codon_alignment,0.5646390532544379
93,502,48,229,OG0005395_codon_alignment,0.883839641434263
731,999,332,384,OG0005413_codon_alignment,0.8463403162198343
403,506,244,204,OG0005396_codon_alignment,0.665878312706538
38,205,17,104,OG0005412_codon_alignment,1.1340028694404591
67,236,66,95,OG0005397_codon_alignment,0.40864149974319464
316,1551,181,648,OG0005410_codon_alignment,0.7294100045951462
48,687,39,254,OG0005398_codon_alignment,0.4550442279699921
208,486,113,189,OG0005407_codon_alignment,0.7158308751229104
185,397,112,170,OG0005399_codon_alignment,0.7073137819359482
379,412,189,180,OG0005406_codon_alignment,0.8760980120203421
70,331,37,125,OG0005400_codon_alignment,0.7144606842492038
0,68,0,28,OG0005402_codon_alignment,
73,257,11,93,OG0005401_codon_alignment,2.4014856738592143
334,670,147,280,OG0004327_codon_alignment,0.9495380241648897
452,479,212,211,OG0004291_codon_alignment,0.939181470831528
557,498,262,213,OG0004326_codon_alignment,0.909293663202428
194,241,101,102,OG0004293_codon_alignment,0.8129493447270039
205,286,114,122,OG0004325_codon_alignment,0.7670837933995829
137,289,76,140,OG0004294_codon_alignment,0.8732471316700056
136,209,52,80,OG0004324_codon_alignment,1.0011041589988958
217,193,118,67,OG0004295_codon_alignment,0.6384034425221744
123,427,80,167,OG0004253_codon_alignment,0.6013173302107728
188,345,80,165,OG0004296_codon_alignment,1.123913043478261
347,478,101,178,OG0004252_codon_alignment,1.2793819130867061
128,241,71,125,OG0004297_codon_alignment,0.9350710069545907
43,307,22,110,OG0004251_codon_alignment,0.7003257328990228
26,150,23,75,OG0004298_codon_alignment,0.5652173913043479
3,91,3,47,OG0004250_codon_alignment,0.5164835164835165
110,352,67,127,OG0004299_codon_alignment,0.5923507462686568
89,273,45,105,OG0004318_codon_alignment,0.7606837606837608
35,93,19,50,OG0004300_codon_alignment,0.9903791737408036
60,422,48,197,OG0004317_codon_alignment,0.5835308056872037
316,364,173,150,OG0004302_codon_alignment,0.7527154925998857
129,422,71,195,OG0004316_codon_alignment,0.8395634470329084
216,561,121,229,OG0004303_codon_alignment,0.7286869668979538
46,110,32,52,OG0004315_codon_alignment,0.6795454545454545
81,350,38,147,OG0004304_codon_alignment,0.8952631578947368
68,217,40,73,OG0004314_codon_alignment,0.571889400921659
161,436,93,170,OG0004306_codon_alignment,0.6750024662128834
102,392,74,197,OG0004312_codon_alignment,0.6927054605626034
119,899,75,416,OG0004308_codon_alignment,0.7342083796811272
57,418,60,174,OG0004310_codon_alignment,0.3954545454545454
329,572,224,236,OG0004309_codon_alignment,0.6059877622377623
229,266,115,138,OG0003599_codon_alignment,1.0330827067669173
230,335,130,161,OG0003766_codon_alignment,0.8502870264064294
22,156,14,63,OG0003598_codon_alignment,0.6346153846153847
132,275,71,121,OG0003767_codon_alignment,0.8180281690140844
245,806,172,321,OG0003597_codon_alignment,0.5672932656240983
139,211,79,79,OG0003768_codon_alignment,0.6587677725118484
37,101,19,50,OG0003797_codon_alignment,0.9640437727983324
195,233,108,104,OG0003769_codon_alignment,0.8059132093466858
170,308,89,129,OG0003796_codon_alignment,0.8000145921494236
70,242,41,118,OG0003770_codon_alignment,0.8324934489014311
100,694,72,283,OG0003795_codon_alignment,0.5663624719820686
53,350,39,170,OG0003771_codon_alignment,0.6600732600732602
31,173,22,78,OG0003794_codon_alignment,0.6353126642143982
68,388,20,194,OG0003772_codon_alignment,1.7
63,115,29,52,OG0003793_codon_alignment,0.9823088455772113
305,561,188,249,OG0003773_codon_alignment,0.720076231653203
168,263,147,142,OG0003792_codon_alignment,0.617055947854427
182,454,124,177,OG0003774_codon_alignment,0.5722253801335797
77,159,39,83,OG0003791_codon_alignment,1.0306402193194646
80,244,32,112,OG0003775_codon_alignment,1.1475409836065573
342,352,235,155,OG0003790_codon_alignment,0.6408365570599613
93,121,46,58,OG0003777_codon_alignment,0.969098095580309
88,394,53,165,OG0003788_codon_alignment,0.6953356958145771
135,364,66,166,OG0003778_codon_alignment,0.9328171828171828
18,96,9,42,OG0003785_codon_alignment,0.875
114,326,71,125,OG0003780_codon_alignment,0.6156571329819407
39,522,33,204,OG0003784_codon_alignment,0.4618599791013584
252,414,158,210,OG0003781_codon_alignment,0.8090258668134288
902,763,566,359,OG0003783_codon_alignment,0.749825174015533
123,567,79,248,OG0003782_codon_alignment,0.6809992632777443
159,574,108,245,OG0003632_codon_alignment,0.6283875338753387
41,447,35,183,OG0003699_codon_alignment,0.47957813998082455
51,171,22,85,OG0003631_codon_alignment,1.1523125996810206
20,163,22,85,OG0003700_codon_alignment,0.4740658114891243
465,402,268,145,OG0003630_codon_alignment,0.625835375361996
101,123,54,53,OG0003701_codon_alignment,0.805931948208371
375,576,226,251,OG0003731_codon_alignment,0.7230595501474926
134,378,60,179,OG0003702_codon_alignment,1.057583774250441
63,293,54,146,OG0003730_codon_alignment,0.5813424345847554
81,226,72,93,OG0003703_codon_alignment,0.4629424778761062
119,197,97,83,OG0003728_codon_alignment,0.5168768643047779
18,358,12,181,OG0003704_codon_alignment,0.7583798882681565
23,266,24,123,OG0003727_codon_alignment,0.4431390977443609
76,397,31,175,OG0003705_codon_alignment,1.0806857885756074
59,284,39,127,OG0003726_codon_alignment,0.6765077645359335
87,189,50,76,OG0003706_codon_alignment,0.6996825396825396
300,406,111,155,OG0003725_codon_alignment,1.0318199973372386
428,577,225,213,OG0003707_codon_alignment,0.702206816868862
168,230,98,109,OG0003724_codon_alignment,0.8124223602484472
53,165,50,69,OG0003708_codon_alignment,0.4432727272727273
86,560,38,215,OG0003723_codon_alignment,0.8688909774436091
354,498,148,197,OG0003709_codon_alignment,0.9461901660696841
105,177,51,88,OG0003722_codon_alignment,1.0235958790295778
158,297,78,142,OG0003710_codon_alignment,0.9684883018216351
112,827,44,316,OG0003719_codon_alignment,0.9726283390128615
230,130,104,52,OG0003711_codon_alignment,0.8846153846153846
46,97,10,37,OG0003718_codon_alignment,1.7546391752577317
197,215,117,89,OG0003712_codon_alignment,0.6969986086265155
31,190,9,72,OG0003717_codon_alignment,1.305263157894737
13,199,5,70,OG0003716_codon_alignment,0.9145728643216081
24,204,18,101,OG0004181_codon_alignment,0.6601307189542484
145,563,64,237,OG0003935_codon_alignment,0.9537355683836591
49,218,22,90,OG0004180_codon_alignment,0.9195162635529609
143,486,69,203,OG0003936_codon_alignment,0.8656587344187989
29,224,32,116,OG0004179_codon_alignment,0.46930803571428575
151,222,57,102,OG0003937_codon_alignment,1.2171645329540066
134,756,63,311,OG0004178_codon_alignment,0.8749895019736289
49,70,20,23,OG0003938_codon_alignment,0.8049999999999999
356,1147,173,467,OG0003969_codon_alignment,0.8378327983026845
2185,1952,950,759,OG0003939_codon_alignment,0.8943135245901639
139,639,98,262,OG0003968_codon_alignment,0.581552808916994
174,384,84,159,OG0003940_codon_alignment,0.8577008928571429
285,394,155,151,OG0003964_codon_alignment,0.7046831504830523
194,165,103,76,OG0003941_codon_alignment,0.8675492791997645
115,329,79,127,OG0003963_codon_alignment,0.5619252818283252
75,193,46,85,OG0003944_codon_alignment,0.7180671322369904
30,133,27,41,OG0003962_codon_alignment,0.34252297410192145
16,169,6,76,OG0003945_codon_alignment,1.1992110453648916
188,298,89,130,OG0003961_codon_alignment,0.9214991327954151
791,1050,436,405,OG0003946_codon_alignment,0.6997706422018348
115,271,70,115,OG0003960_codon_alignment,0.6971534001054296
133,124,74,47,OG0003948_codon_alignment,0.6812336530078464
76,204,51,77,OG0003959_codon_alignment,0.5624759707804691
51,153,28,73,OG0003950_codon_alignment,0.8690476190476191
16,223,5,103,OG0003958_codon_alignment,1.4780269058295965
96,158,50,69,OG0003951_codon_alignment,0.8384810126582278
55,79,20,38,OG0003955_codon_alignment,1.3227848101265824
144,181,72,80,OG0003952_codon_alignment,0.8839779005524862
7,353,8,140,OG0003954_codon_alignment,0.34702549575070823
66,549,47,224,OG0003953_codon_alignment,0.5729566329496569
42,158,29,70,OG0004605_codon_alignment,0.6416412047140986
22,356,25,155,OG0004537_codon_alignment,0.3831460674157303
162,312,84,136,OG0004603_codon_alignment,0.8406593406593407
103,131,55,48,OG0004538_codon_alignment,0.6861901457321304
281,448,158,179,OG0004602_codon_alignment,0.7105984403254973
230,479,136,176,OG0004539_codon_alignment,0.621392607147243
71,173,30,79,OG0004568_codon_alignment,1.080732177263969
131,198,64,92,OG0004540_codon_alignment,0.9510732323232324
149,397,85,166,OG0004567_codon_alignment,0.7329678470884574
144,336,85,140,OG0004541_codon_alignment,0.7058823529411765
387,451,157,184,OG0004566_codon_alignment,1.0056632818789102
129,258,72,109,OG0004542_codon_alignment,0.7569444444444444
206,403,152,136,OG0004565_codon_alignment,0.45735927909102786
212,502,71,185,OG0004543_codon_alignment,1.1003871836597272
66,73,6,31,OG0004564_codon_alignment,4.671232876712328
284,969,143,405,OG0004545_codon_alignment,0.8300677650522852
182,382,82,197,OG0004563_codon_alignment,1.1446175456518963
126,433,66,175,OG0004546_codon_alignment,0.7715725383161872
50,55,20,21,OG0004562_codon_alignment,0.9545454545454546
117,621,50,267,OG0004547_codon_alignment,1.0060869565217392
73,301,47,154,OG0004561_codon_alignment,0.7946561108362198
343,526,202,225,OG0004549_codon_alignment,0.7263392689078794
61,169,53,90,OG0004560_codon_alignment,0.612928435860221
31,403,14,140,OG0004551_codon_alignment,0.7692307692307693
155,424,78,185,OG0004558_codon_alignment,0.8670476536042573
80,309,39,148,OG0004552_codon_alignment,0.9824910795784583
16,98,11,47,OG0004557_codon_alignment,0.6975881261595547
127,792,70,294,OG0004554_codon_alignment,0.6734848484848486
59,319,41,145,OG0004556_codon_alignment,0.6541019955654102
149,339,82,137,OG0004555_codon_alignment,0.7343334052809554
55,84,42,44,OG0004174_codon_alignment,0.6859410430839002
148,528,86,242,OG0003974_codon_alignment,0.7887596899224806
209,295,92,117,OG0004173_codon_alignment,0.9009948415622698
97,211,57,96,OG0004214_codon_alignment,0.7742579196807183
124,336,90,139,OG0004172_codon_alignment,0.569973544973545
152,355,115,177,OG0004215_codon_alignment,0.6590079608083282
249,217,101,85,OG0004249_codon_alignment,0.9656887347720947
87,366,41,138,OG0004219_codon_alignment,0.8000799680127949
134,211,71,72,OG0004248_codon_alignment,0.6440157532874975
254,258,104,124,OG0004220_codon_alignment,1.1738223017292784
103,107,43,51,OG0004247_codon_alignment,1.141708324277331
264,549,266,266,OG0004221_codon_alignment,0.4808743169398907
261,570,138,246,OG0004246_codon_alignment,0.8162471395881006
117,574,88,215,OG0004222_codon_alignment,0.4980004751346215
110,207,47,80,OG0004245_codon_alignment,0.9045122828656594
29,202,14,96,OG0004223_codon_alignment,0.9844413012729843
283,228,110,108,OG0004244_codon_alignment,1.2186602870813397
155,249,99,93,OG0004224_codon_alignment,0.5847632956066691
178,231,100,109,OG0004243_codon_alignment,0.8399134199134198
106,516,57,203,OG0004225_codon_alignment,0.7316061471508228
16,173,10,82,OG0004242_codon_alignment,0.7583815028901734
23,292,15,110,OG0004226_codon_alignment,0.5776255707762558
132,218,61,94,OG0004240_codon_alignment,0.933072642502632
147,454,94,183,OG0004227_codon_alignment,0.6303542974974224
314,465,157,201,OG0004239_codon_alignment,0.864516129032258
80,183,84,77,OG0004228_codon_alignment,0.40072859744990896
205,549,94,208,OG0004238_codon_alignment,0.8262605123435259
664,848,406,384,OG0004233_codon_alignment,0.7405892740961055
49,210,48,108,OG0004235_codon_alignment,0.525
228,372,88,180,OG0004234_codon_alignment,1.2536656891495601
166,570,111,239,OG0003765_codon_alignment,0.6270586375849534
129,206,84,99,OG0005895_codon_alignment,0.7380374479889044
138,230,44,104,OG0003764_codon_alignment,1.4181818181818182
121,157,44,51,OG0005898_codon_alignment,0.893312101910828
135,782,82,334,OG0003763_codon_alignment,0.7031688603331047
652,792,300,343,OG0005899_codon_alignment,0.9412289562289562
141,324,87,126,OG0005857_codon_alignment,0.6302681992337165
18,115,18,67,OG0005901_codon_alignment,0.582608695652174
79,339,66,154,OG0005856_codon_alignment,0.5437561455260571
41,282,25,150,OG0005902_codon_alignment,0.8723404255319148
114,179,59,77,OG0005855_codon_alignment,0.8311712905974813
227,654,111,283,OG0005903_codon_alignment,0.884935394109706
246,257,111,91,OG0005854_codon_alignment,0.7847302555473762
141,553,70,244,OG0005904_codon_alignment,0.8887625936450531
37,270,19,119,OG0005924_codon_alignment,0.8582846003898636
255,131,111,48,OG0005905_codon_alignment,0.8417577883226738
211,797,65,344,OG0005923_codon_alignment,1.401100279895763
381,198,175,80,OG0005906_codon_alignment,0.8796536796536797
196,344,107,139,OG0005920_codon_alignment,0.7401651814822865
332,863,137,343,OG0005907_codon_alignment,0.9631653288900542
91,458,52,187,OG0005919_codon_alignment,0.7145196506550218
219,315,121,123,OG0005908_codon_alignment,0.7067296340023612
61,159,29,81,OG0005918_codon_alignment,1.0715679895901107
0,88,0,43,OG0005909_codon_alignment,
8,145,9,72,OG0005917_codon_alignment,0.4413793103448276
44,156,23,96,OG0005910_codon_alignment,1.177257525083612
320,399,124,178,OG0005916_codon_alignment,1.1512652599240034
168,362,108,161,OG0005911_codon_alignment,0.6918354818907304
67,399,35,187,OG0005915_codon_alignment,0.8971715001790189
167,372,90,152,OG0005912_codon_alignment,0.758183990442055
186,519,98,166,OG0005011_codon_alignment,0.6070543824466202
123,317,54,141,OG0004976_codon_alignment,1.0131440588853837
209,583,132,235,OG0005010_codon_alignment,0.6382218410520296
10,257,7,115,OG0004977_codon_alignment,0.6392440244580322
413,422,211,151,OG0005009_codon_alignment,0.7003773500145998
47,231,38,109,OG0004978_codon_alignment,0.5836181362497151
18,351,12,168,OG0004941_codon_alignment,0.717948717948718
78,249,41,86,OG0004979_codon_alignment,0.6570672935645019
15,66,10,30,OG0004940_codon_alignment,0.6818181818181819
91,480,44,184,OG0004980_codon_alignment,0.7928030303030302
51,123,6,32,OG0004939_codon_alignment,2.2113821138211383
441,789,259,345,OG0004981_codon_alignment,0.744527797759737
48,476,45,154,OG0004937_codon_alignment,0.3450980392156863
155,563,97,237,OG0004982_codon_alignment,0.6726666788742195
214,627,104,267,OG0005003_codon_alignment,0.8762421788737578
0,93,0,36,OG0004983_codon_alignment,
146,582,70,230,OG0005002_codon_alignment,0.8242513500245459
421,550,255,254,OG0004984_codon_alignment,0.7624527629233512
574,823,317,321,OG0005001_codon_alignment,0.7062489698763085
49,292,21,113,OG0004985_codon_alignment,0.9029680365296804
55,263,54,103,OG0005000_codon_alignment,0.3988874806365301
87,475,41,203,OG0004987_codon_alignment,0.9068549422336328
181,546,125,204,OG0004997_codon_alignment,0.541010989010989
58,268,61,126,OG0004988_codon_alignment,0.4470271592855395
94,195,66,73,OG0004996_codon_alignment,0.5331779331779333
127,306,73,99,OG0004990_codon_alignment,0.5628525382755842
23,187,24,73,OG0004995_codon_alignment,0.3741087344028521
242,696,128,289,OG0004991_codon_alignment,0.7850440014367815
67,210,43,92,OG0004994_codon_alignment,0.6826135105204871
158,429,49,195,OG0004992_codon_alignment,1.4656771799628943
30,181,21,60,OG0004041_codon_alignment,0.47355958958168903
328,645,192,233,OG0003972_codon_alignment,0.6171188630490956
83,207,60,91,OG0004043_codon_alignment,0.6081320450885669
102,271,59,144,OG0003971_codon_alignment,0.9186315591969479
160,261,86,103,OG0004044_codon_alignment,0.7342065401407823
64,104,17,44,OG0003970_codon_alignment,1.5927601809954752
319,694,132,274,OG0004045_codon_alignment,0.9541306436119116
65,249,57,125,OG0004067_codon_alignment,0.572465299795674
145,426,88,193,OG0004046_codon_alignment,0.7465055484421682
45,84,29,50,OG0004066_codon_alignment,0.9236453201970444
67,361,49,143,OG0004047_codon_alignment,0.5416360449997174
128,235,62,109,OG0004065_codon_alignment,0.9575840768702814
135,222,67,118,OG0004048_codon_alignment,1.070996369503832
39,299,21,137,OG0004064_codon_alignment,0.8509316770186335
128,302,91,128,OG0004049_codon_alignment,0.5961720398806492
242,311,48,127,OG0004063_codon_alignment,2.0588156484458735
176,254,63,111,OG0004050_codon_alignment,1.2208473940757405
689,971,407,398,OG0004062_codon_alignment,0.6938868463070317
45,305,37,131,OG0004051_codon_alignment,0.5223748338502436
144,323,97,122,OG0004061_codon_alignment,0.5607226070026491
278,609,126,256,OG0004052_codon_alignment,0.927463705788829
216,430,121,210,OG0004060_codon_alignment,0.8718047280415147
141,135,96,67,OG0004053_codon_alignment,0.7289351851851853
31,412,36,176,OG0004059_codon_alignment,0.3678532901833872
189,506,116,221,OG0004054_codon_alignment,0.7116157830175821
197,268,122,132,OG0004058_codon_alignment,0.7953266454612185
99,461,77,218,OG0004055_codon_alignment,0.6079950418345212
303,294,157,136,OG0004057_codon_alignment,0.8927596516313532
61,292,32,147,OG0004056_codon_alignment,0.9596532534246576
98,245,51,129,OG0005710_codon_alignment,1.0117647058823531
342,701,209,298,OG0005676_codon_alignment,0.6956296200233432
174,300,90,138,OG0005708_codon_alignment,0.8893333333333333
96,291,77,141,OG0005677_codon_alignment,0.6040969339938412
121,520,84,210,OG0005707_codon_alignment,0.5817307692307692
518,393,331,175,OG0005678_codon_alignment,0.6968627722300377
164,523,67,178,OG0005638_codon_alignment,0.8330812476812877
134,277,56,129,OG0005679_codon_alignment,1.1143630737493553
144,610,61,201,OG0005637_codon_alignment,0.7778554152109648
206,432,162,229,OG0005680_codon_alignment,0.6740683584819388
142,384,104,150,OG0005636_codon_alignment,0.5333533653846154
149,128,65,48,OG0005681_codon_alignment,0.8596153846153846
60,325,43,132,OG0005635_codon_alignment,0.5667262969588551
75,582,46,212,OG0005682_codon_alignment,0.5939040788883908
124,230,67,111,OG0005701_codon_alignment,0.8931862426995457
220,335,121,118,OG0005683_codon_alignment,0.6404341926729987
53,112,18,59,OG0005700_codon_alignment,1.5510912698412698
14,174,22,71,OG0005684_codon_alignment,0.2596656217345873
443,705,257,296,OG0005699_codon_alignment,0.7237243701189393
197,351,113,128,OG0005685_codon_alignment,0.6357562463757155
48,556,43,247,OG0005698_codon_alignment,0.4959009536556801
140,264,67,106,OG0005688_codon_alignment,0.8389868837630031
193,474,104,203,OG0005697_codon_alignment,0.7947703667640377
129,272,64,114,OG0005689_codon_alignment,0.8447840073529412
29,234,23,89,OG0005696_codon_alignment,0.4795615013006317
198,843,93,320,OG0005690_codon_alignment,0.8081735736425208
98,399,76,189,OG0005695_codon_alignment,0.610803324099723
474,770,227,319,OG0005692_codon_alignment,0.8650723725613593
331,538,184,263,OG0005694_codon_alignment,0.8793942944884435
102,447,63,194,OG0005693_codon_alignment,0.702673910727602
411,473,232,213,OG0004912_codon_alignment,0.7977600787344171
545,705,300,303,OG0004880_codon_alignment,0.7807801418439716
430,251,175,107,OG0004911_codon_alignment,1.0474672737620945
597,660,392,296,OG0004881_codon_alignment,0.6830241187384044
18,155,8,70,OG0004910_codon_alignment,1.0161290322580645
56,87,42,54,OG0004883_codon_alignment,0.8275862068965517
322,824,208,349,OG0004839_codon_alignment,0.655678211351755
503,564,238,209,OG0004884_codon_alignment,0.7831739078610168
69,153,80,89,OG0004838_codon_alignment,0.5017156862745098
314,804,162,376,OG0004885_codon_alignment,0.9064553774338185
455,500,287,209,OG0004837_codon_alignment,0.6626829268292683
60,137,42,46,OG0004886_codon_alignment,0.4796663190823775
61,211,34,95,OG0004836_codon_alignment,0.8077780875383328
141,316,76,136,OG0004887_codon_alignment,0.7984676882078614
180,224,113,97,OG0004904_codon_alignment,0.6897914032869785
186,453,80,175,OG0004888_codon_alignment,0.8981788079470199
